kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
230,1781020459.12418,14.0855,0.3971,2.72359,lidar,native_s2m,icp,proximity,0.9129
231,1781020460.272878,13.8594,0.4188,2.96196,lidar,native_s2m,icp,proximity,0.9087
232,1781020461.719178,13.5873,0.4419,2.96991,lidar,native_s2m,icp,proximity,0.894
233,1781020462.755322,13.338,0.4605,3.03929,lidar,native_s2m,icp,proximity,0.879
234,1781020464.206292,13.0848,0.443,3.12985,lidar,native_s2m,icp,proximity,0.8946
235,1781020465.560626,12.8259,0.4264,3.13691,lidar,native_s2m,icp,proximity,0.8685
236,1781020466.69285,12.5742,0.4058,3.13118,lidar,native_s2m,icp,proximity,0.8687
237,1781020467.836748,12.3049,0.396,3.12197,lidar,native_s2m,icp,proximity,0.8903
238,1781020469.178997,12.0426,0.388,3.09667,lidar,native_s2m,icp,proximity,0.8973
239,1781020470.322529,11.7859,0.3827,3.0936,lidar,native_s2m,icp,proximity,0.9192
240,1781020471.468662,11.534,0.3807,3.08016,lidar,native_s2m,icp,proximity,0.9202
241,1781020472.297882,11.3398,0.329,-2.96623,lidar,native_s2m,icp,proximity,0.9183
242,1781020473.017512,11.2145,0.2496,-2.7243,lidar,native_s2m,icp,proximity,0.9361
243,1781020473.743471,11.1263,0.1712,-2.51243,lidar,native_s2m,icp,proximity,0.9163
244,1781020474.47257,11.0479,0.0509,-2.2782,lidar,native_s2m,icp,proximity,0.8608
245,1781020475.098371,10.9934,-0.0834,-2.06117,lidar,native_s2m,icp,proximity,0.9177
246,1781020475.724224,10.941,-0.2251,-1.84199,lidar,native_s2m,icp,proximity,0.9131
247,1781020477.086497,10.9293,-0.493,-1.69438,lidar,native_s2m,icp,proximity,0.9265
248,1781020478.337372,10.9232,-0.7437,-1.62829,lidar,native_s2m,icp,proximity,0.9393
249,1781020480.007592,10.935,-1.0013,-1.64912,lidar,native_s2m,icp,proximity,0.8976
250,1781020482.083192,10.9458,-1.0793,-1.54044,lidar,native_s2m,icp,proximity,0.9327
251,1781020483.432042,10.899,-0.8315,-1.43281,lidar,native_s2m,icp,proximity,0.9446
252,1781020484.475247,10.8345,-0.5664,-1.3411,lidar,native_s2m,icp,proximity,0.9313
253,1781020485.512765,10.769,-0.3171,-1.12613,lidar,native_s2m,icp,proximity,0.9304
254,1781020485.923764,10.7268,-0.226,-0.91042,lidar,native_s2m,icp,proximity,0.9187
255,1781020486.337384,10.6695,-0.1414,-0.69508,lidar,native_s2m,icp,proximity,0.9174
256,1781020486.856701,10.5768,-0.0827,-0.46999,lidar,native_s2m,icp,proximity,0.9156
257,1781020487.380096,10.5,-0.034,-0.23858,lidar,native_s2m,icp,proximity,0.9022
258,1781020487.893106,10.4082,-0.0091,-0.01197,lidar,native_s2m,icp,proximity,0.9101
