kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
132,1781016255.329313,3.3464,-2.1573,-2.96262,lidar,native_s2s,pnp,proximity,0.8177
133,1781016256.37935,3.0945,-2.1962,-2.9691,lidar,native_s2s,pnp,proximity,0.8397
134,1781016257.527098,2.821,-2.2063,-3.12385,lidar,native_s2s,pnp,proximity,0.8833
135,1781016258.677184,2.5584,-2.1787,3.04686,lidar,native_s2s,pnp,proximity,0.8825
136,1781016259.924886,2.3048,-2.1249,2.94575,lidar,native_s2s,pnp,proximity,0.8824
137,1781016261.180561,2.0459,-2.0534,2.83855,lidar,native_s2s,pnp,proximity,0.8841
138,1781016262.542696,1.7916,-1.9501,2.74165,lidar,native_s2s,pnp,proximity,0.895
139,1781016263.694793,1.5566,-1.8353,2.63958,lidar,native_s2s,pnp,proximity,0.9075
140,1781016264.531996,1.4386,-1.7278,2.42541,lidar,native_s2s,pnp,proximity,0.8078
141,1781016265.88786,1.2994,-1.5723,2.1682,lidar,native_s2s,pnp,proximity,0.8456
142,1781016266.724641,1.2586,-1.3979,1.94781,lidar,native_s2s,pnp,proximity,0.8506
143,1781016267.869617,1.2072,-1.1636,1.73549,lidar,native_s2s,pnp,proximity,0.8796
144,1781016268.916942,1.1762,-0.9136,1.64423,lidar,native_s2s,pnp,proximity,0.8548
145,1781016270.176578,1.1898,-0.6596,1.54611,lidar,native_s2s,pnp,proximity,0.8864
146,1781016271.328854,1.2012,-0.8472,1.3157,lidar,native_s2s,pnp,proximity,0.864
147,1781016271.955469,1.1924,-0.963,1.07776,lidar,native_s2s,pnp,proximity,0.8661
148,1781016272.475663,1.1427,-1.0782,0.86489,lidar,native_s2s,pnp,proximity,0.7918
149,1781016272.996234,1.0749,-1.1678,0.64258,lidar,native_s2s,pnp,proximity,0.871
150,1781016273.51591,0.9931,-1.2462,0.39773,lidar,native_s2s,pnp,proximity,0.8356
151,1781016274.766876,0.7426,-1.3363,0.25062,lidar,native_s2s,pnp,proximity,0.8537
152,1781016275.80055,0.4744,-1.4226,0.13979,lidar,native_s2s,pnp,proximity,0.8312
153,1781016276.844701,0.2112,-1.451,0.11692,lidar,native_s2s,pnp,proximity,0.825
154,1781016278.084469,-0.0618,-1.4719,0.09475,lidar,native_s2s,pnp,proximity,0.8707
155,1781016279.327853,-0.3149,-1.5298,0.07294,lidar,native_s2s,pnp,proximity,0.8758
156,1781016281.405938,-0.2035,-0.3946,0.01977,lidar,native_s2s,pnp,proximity,0.9275
157,1781016283.49105,-0.168,-0.4024,0.02053,lidar,native_s2s,pnp,proximity,0.9617
158,1781016285.565507,-0.1435,-0.4125,0.02117,lidar,native_s2s,pnp,proximity,0.9654
