kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
216,1782492037.881582,20.3645,0.003,-0.228,lidar,native_s2m,icp,proximity,0.8368
217,1782492039.139792,20.62,-0.0778,-0.40892,lidar,native_s2m,icp,proximity,0.8349
218,1782492039.766741,20.7211,-0.1466,-0.62407,lidar,native_s2m,icp,proximity,0.8899
219,1782492040.906153,20.9349,-0.3106,-0.75141,lidar,native_s2m,icp,proximity,0.878
220,1782492041.945231,21.1463,-0.4886,-0.75997,lidar,native_s2m,icp,proximity,0.8711
221,1782492043.08264,21.3657,-0.6319,-0.68419,lidar,native_s2m,icp,proximity,0.8962
222,1782492044.029587,21.6009,-0.7442,-0.52041,lidar,native_s2m,icp,proximity,0.8562
223,1782492044.966162,21.8485,-0.8276,-0.32498,lidar,native_s2m,icp,proximity,0.863
224,1782492045.908935,22.1136,-0.8751,-0.20635,lidar,native_s2m,icp,proximity,0.868
225,1782492046.956943,22.3655,-0.8799,-0.08206,lidar,native_s2m,icp,proximity,0.8747
226,1782492048.214426,22.6268,-0.8843,-0.09626,lidar,native_s2m,icp,proximity,0.8957
227,1782492049.466931,22.8828,-0.8783,-0.04897,lidar,native_s2m,icp,proximity,0.903
228,1782492050.621512,23.1342,-0.8744,-0.06584,lidar,native_s2m,icp,proximity,0.8988
229,1782492051.65835,23.386,-0.8454,0.08163,lidar,native_s2m,icp,proximity,0.8517
230,1782492052.701178,23.6189,-0.7733,0.29653,lidar,native_s2m,icp,proximity,0.8524
231,1782492053.747435,23.8099,-0.6559,0.51504,lidar,native_s2m,icp,proximity,0.8815
232,1782492054.48576,23.91,-0.5441,0.75521,lidar,native_s2m,icp,proximity,0.8805
233,1782492055.220547,23.9817,-0.4022,0.99989,lidar,native_s2m,icp,proximity,0.8703
234,1782492055.8503,24.0264,-0.2612,1.22027,lidar,native_s2m,icp,proximity,0.8657
235,1782492057.098817,24.0975,-0.0099,1.26015,lidar,native_s2m,icp,proximity,0.8834
236,1782492058.346826,24.1567,0.2344,1.2457,lidar,native_s2m,icp,proximity,0.8552
237,1782492059.587869,24.2264,0.4793,1.13291,lidar,native_s2m,icp,proximity,0.8827
238,1782492060.628875,24.3277,0.6305,0.90796,lidar,native_s2m,icp,proximity,0.8726
239,1782492062.288871,24.5087,0.8267,0.71133,lidar,native_s2m,icp,proximity,0.8767
240,1782492063.423885,24.6463,0.9097,0.49717,lidar,native_s2m,icp,proximity,0.9008
241,1782492064.876354,24.8479,0.9897,0.28206,lidar,native_s2m,icp,proximity,0.882
242,1782492066.121011,25.1062,1.0505,0.11859,lidar,native_s2m,icp,proximity,0.8956
243,1782492067.166211,25.3581,1.0809,0.01748,lidar,native_s2m,icp,proximity,0.8691
244,1782492068.203621,25.6133,1.0813,-0.08398,lidar,native_s2m,icp,proximity,0.8612
245,1782492069.243799,25.8705,1.0738,-0.10541,lidar,native_s2m,icp,proximity,0.8514
246,1782492070.286067,26.1243,1.0639,-0.14755,lidar,native_s2m,icp,proximity,0.8524
247,1782492071.226233,26.3367,1.0064,-0.39402,lidar,native_s2m,icp,proximity,0.8671
248,1782492072.578252,26.5574,0.8781,-0.60397,lidar,native_s2m,icp,proximity,0.8247
249,1782492073.204281,26.6568,0.7816,-0.86776,lidar,native_s2m,icp,proximity,0.8052
250,1782492073.62102,26.6948,0.7057,-1.12158,lidar,native_s2m,icp,proximity,0.8174
251,1782492074.14109,26.7354,0.5933,-1.35826,lidar,native_s2m,icp,proximity,0.8508
252,1782492075.18318,26.7614,0.3838,-1.56992,lidar,native_s2m,icp,proximity,0.8832
253,1782492076.335838,26.7321,0.1355,-1.73499,lidar,native_s2m,icp,proximity,0.8612
254,1782492077.479476,26.6766,-0.1374,-1.86387,lidar,native_s2m,icp,proximity,0.8603
255,1782492078.426467,26.5822,-0.353,-2.12193,lidar,native_s2m,icp,proximity,0.8166
256,1782492078.950575,26.5135,-0.4333,-2.34067,lidar,native_s2m,icp,proximity,0.8863
257,1782492080.197958,26.3869,-0.5349,-2.55169,lidar,native_s2m,icp,proximity,0.8933
258,1782492081.753536,26.1546,-0.6664,-2.72305,lidar,native_s2m,icp,proximity,0.9046
259,1782492082.891645,25.9538,-0.8158,-2.54624,lidar,native_s2m,icp,proximity,0.9053
260,1782492083.517416,25.8613,-0.9296,-2.31587,lidar,native_s2m,icp,proximity,0.9361
261,1782492084.143965,25.8145,-1.0662,-2.09253,lidar,native_s2m,icp,proximity,0.9167
262,1782492085.295624,25.7131,-1.3075,-1.98568,lidar,native_s2m,icp,proximity,0.8967
263,1782492086.654297,25.6836,-1.5637,-1.7734,lidar,native_s2m,icp,proximity,0.9038
264,1782492087.904643,25.6465,-1.8358,-1.78662,lidar,native_s2m,icp,proximity,0.8864
265,1782492088.628993,25.6005,-1.947,-2.00485,lidar,native_s2m,icp,proximity,0.838
266,1782492089.679773,25.5057,-2.1129,-2.23969,lidar,native_s2m,icp,proximity,0.8747
267,1782492090.193118,25.4435,-2.1714,-2.45767,lidar,native_s2m,icp,proximity,0.877
268,1782492090.818113,25.3665,-2.2049,-2.67642,lidar,native_s2m,icp,proximity,0.8775
269,1782492091.967853,25.214,-2.2506,-2.89251,lidar,native_s2m,icp,proximity,0.9015
270,1782492093.211705,24.9666,-2.2975,3.14148,lidar,native_s2m,icp,proximity,0.8382
271,1782492094.147804,24.8022,-2.2724,2.89208,lidar,native_s2m,icp,proximity,0.8712
272,1782492095.1873,24.6354,-2.2027,2.66111,lidar,native_s2m,icp,proximity,0.8841
273,1782492096.32851,24.4815,-2.111,2.43516,lidar,native_s2m,icp,proximity,0.8838
274,1782492096.957046,24.4094,-2.006,2.21985,lidar,native_s2m,icp,proximity,0.8686
275,1782492097.890074,24.2916,-1.8202,1.99284,lidar,native_s2m,icp,proximity,0.867
276,1782492098.92435,24.2282,-1.6375,1.7795,lidar,native_s2m,icp,proximity,0.8795
277,1782492100.181959,24.1758,-1.359,1.64507,lidar,native_s2m,icp,proximity,0.8967
278,1782492101.435617,24.1882,-1.1303,1.41859,lidar,native_s2m,icp,proximity,0.9162
279,1782492102.26812,24.2203,-0.992,1.20424,lidar,native_s2m,icp,proximity,0.9197
280,1782492103.622695,24.3433,-0.7474,1.00437,lidar,native_s2m,icp,proximity,0.9123
281,1782492104.88216,24.4413,-0.5171,1.05807,lidar,native_s2m,icp,proximity,0.9066
282,1782492106.027719,24.5598,-0.2752,1.03563,lidar,native_s2m,icp,proximity,0.9094
283,1782492107.169791,24.6938,-0.0365,0.99866,lidar,native_s2m,icp,proximity,0.8954
284,1782492108.309614,24.8171,0.1875,0.97924,lidar,native_s2m,icp,proximity,0.9083
285,1782492109.557466,24.9393,0.4113,0.95105,lidar,native_s2m,icp,proximity,0.9091
286,1782492110.901606,25.0877,0.6169,0.83921,lidar,native_s2m,icp,proximity,0.9263
287,1782492112.347117,25.2687,0.7825,0.62579,lidar,native_s2m,icp,proximity,0.9236
