query,cand,coarse,refined,dx,dy,dth,accepted
310,41,0.8618,0.7196,0.018,-0.012,0.0028,True
315,38,0.9531,0.7786,0.003,0.022,0.009,True
315,39,0.9514,0.7803,0.004,0.022,0.0092,True
320,290,0.9204,0.7407,-0.028,0.013,-0.0004,True
320,289,0.9204,0.7392,-0.027,0.013,-0.0005,True
325,287,0.9518,0.8642,0.024,0.014,-0.0059,True
325,288,0.9518,0.8715,0.027,0.016,-0.004,True
330,286,0.955,0.7152,0.003,-0.041,0.0105,True
330,287,0.955,0.7775,0.021,-0.032,0.008,True
335,38,0.9468,0.7823,-0.006,0.016,-0.0004,True
335,37,0.98,0.8445,-0.005,0.04,-0.0085,True
340,35,0.8667,0.6424,-0.038,-0.007,0.0078,True
340,36,0.8667,0.6632,-0.038,-0.007,0.0078,True
345,33,0.5918,0.3881,0.008,-0.061,0.0021,False
345,34,0.5852,0.3698,0.008,-0.065,0.0021,False
350,31,0.2762,0.4198,-0.105,-0.036,-0.0181,False
350,32,0.2777,0.4205,-0.104,-0.034,-0.0177,False
355,29,0.4152,0.4121,0.078,0.143,-0.0127,False
