# dataset_name=lab_run_2
# dataset_scan_variant=raw
# dataset_scan_file=/home/kaushik/slam_ws/datasets/lab_run_2/scans.carmen
# matcher_type=scan_to_submap
k t x y theta score inliers dx dy dtheta do_insert did_insert
499 1776785678.556506 6.910726 -1.434685 2.866582 0.828383 201 0.000892 0.009200 -0.000881 1 1
500 1776785678.661534 6.872175 -1.417287 2.847834 0.755658 196 0.011449 0.017399 0.001252 1 1
501 1776785678.766808 6.814264 -1.404644 2.825608 0.807636 188 -0.007911 0.012642 0.007774 1 1
502 1776785678.875467 6.759906 -1.398608 2.836329 0.818918 190 -0.004358 0.006036 0.010721 1 1
503 1776785678.976934 6.697165 -1.393784 2.900271 0.788397 194 -0.012741 0.004824 -0.006059 1 1
504 1776785679.083182 6.643149 -1.396142 2.976268 0.844229 207 -0.004016 -0.002357 0.005998 1 1
505 1776785679.178850 6.598111 -1.405473 3.047959 0.826778 202 0.004961 -0.009331 0.001690 0 0
506 1776785679.288739 6.555045 -1.414303 3.112688 0.808953 200 0.006934 -0.008830 -0.005270 1 1
507 1776785679.391003 6.521309 -1.414480 -3.098032 0.861460 193 0.016264 -0.000177 0.002465 1 1
508 1776785679.490803 6.483297 -1.432091 -3.045457 0.815825 196 0.011988 -0.017611 0.002575 0 0
509 1776785679.594594 6.444462 -1.438277 -2.982197 0.818838 193 0.011165 -0.006186 -0.006740 1 1
510 1776785679.700675 6.422302 -1.447658 -2.922685 0.797565 193 -0.022159 -0.009381 0.009512 1 1
511 1776785679.802200 6.398573 -1.460955 -2.868260 0.762024 197 0.026271 -0.013297 0.004425 1 1
512 1776785679.911297 6.390460 -1.478933 -2.847553 0.779590 203 -0.008113 -0.017978 0.010707 1 1
513 1776785680.012515 6.335610 -1.503040 -2.765281 0.739856 191 -0.004850 -0.024107 0.002272 1 1
514 1776785680.116524 6.309695 -1.522161 -2.717367 0.759111 199 -0.025915 -0.019120 -0.002086 1 1
515 1776785680.226652 6.277040 -1.540455 -2.669536 0.790126 191 0.017346 -0.018294 -0.002168 1 1
516 1776785680.326916 6.268263 -1.571629 -2.639719 0.752418 197 -0.008777 -0.031174 0.019817 1 1
517 1776785680.435730 6.223363 -1.587328 -2.575279 0.779335 196 0.005100 -0.015699 -0.005560 1 1
518 1776785680.534079 6.210380 -1.621472 -2.543975 0.785063 197 -0.012983 0.015856 0.001304 0 0
519 1776785680.645664 6.176127 -1.640982 -2.492244 0.724285 192 0.015746 -0.019510 0.001730 1 1
520 1776785680.743156 6.153942 -1.660323 -2.446289 0.721220 192 -0.022185 -0.019341 -0.004045 0 0
521 1776785680.847229 6.152769 -1.666054 -2.413071 0.756377 192 -0.001173 -0.005731 0.003218 1 1
522 1776785680.952379 6.129255 -1.700558 -2.363113 0.763224 196 0.026486 0.015496 -0.000041 1 1
523 1776785681.060615 6.112112 -1.724045 -2.325610 0.714223 194 -0.017143 -0.023487 0.007503 1 1
524 1776785681.160251 6.091556 -1.751808 -2.276478 0.719472 210 -0.020556 0.022237 -0.000868 0 0
525 1776785681.264493 6.083933 -1.771653 -2.239684 0.718158 201 -0.007623 -0.019845 0.006794 1 1
526 1776785681.374537 6.070334 -1.808742 -2.191716 0.745176 199 -0.013599 0.012911 -0.002032 1 1
527 1776785681.478965 6.054642 -1.835936 -2.143170 0.771588 204 -0.015692 -0.027194 0.018546 1 1
528 1776785681.578387 6.045486 -1.858769 -2.104265 0.825633 206 -0.009156 -0.022834 0.008905 0 0
529 1776785681.687793 6.034715 -1.888080 -2.057208 0.736946 206 -0.010770 -0.029310 0.017057 1 1
530 1776785681.792815 6.028923 -1.907309 -2.014974 0.792532 209 -0.005793 -0.019230 0.012234 1 1
531 1776785681.897399 6.014610 -1.937101 -1.974648 0.761017 204 -0.014313 0.020209 -0.009674 1 1
532 1776785681.997756 6.011495 -1.961714 -1.937892 0.777109 199 -0.003115 -0.024613 0.006755 1 1
533 1776785682.102119 6.013418 -1.978941 -1.929678 0.784629 203 0.001923 -0.017227 -0.001786 1 1
534 1776785682.206882 5.994176 -2.015429 -1.925687 0.825084 201 -0.019243 0.013512 0.003991 1 1
535 1776785682.311989 5.979975 -2.060416 -1.926203 0.860851 202 -0.014201 0.005013 -0.000516 1 1
536 1776785682.422147 5.970466 -2.094592 -1.927803 0.829225 200 -0.009509 0.015824 0.018399 1 1
537 1776785682.521676 5.955559 -2.142424 -1.930339 0.815935 199 -0.014907 0.002168 -0.002536 0 0
538 1776785682.625525 5.936512 -2.189429 -1.925983 0.791225 190 -0.019047 0.002995 0.024356 1 1
539 1776785682.730577 5.925736 -2.232851 -1.929472 0.809840 191 -0.010776 0.006577 -0.003489 1 1
540 1776785682.834877 5.904452 -2.281469 -1.930924 0.815428 199 0.028716 0.001383 -0.001451 1 1
541 1776785682.939674 5.890589 -2.328969 -1.933958 0.878185 198 -0.013863 0.002500 -0.003034 1 1
542 1776785683.048921 5.875492 -2.369819 -1.933980 0.867545 204 -0.015098 0.009150 -0.000022 1 1
543 1776785683.155159 5.857322 -2.429472 -1.938108 0.841277 205 -0.018170 -0.009653 -0.004127 1 1
544 1776785683.254748 5.844551 -2.474878 -1.933764 0.837968 204 -0.012770 0.004594 0.004344 0 0
545 1776785683.359800 5.828619 -2.517583 -1.936774 0.778279 201 -0.015932 0.007294 -0.003010 1 1
546 1776785683.468180 5.826294 -2.567787 -1.936367 0.788617 204 -0.002325 -0.000203 0.000407 1 1
547 1776785683.573851 5.820991 -2.616269 -1.943175 0.717683 202 -0.005303 0.001518 -0.006808 1 1
548 1776785683.675936 5.788803 -2.667725 -1.948583 0.726301 200 0.017812 -0.001456 -0.005408 1 1
549 1776785683.778723 5.793453 -2.697534 -1.944277 0.716859 203 0.004650 -0.029809 0.004306 1 1
550 1776785683.883256 5.770253 -2.709248 -1.952552 0.765524 202 -0.023200 -0.011714 -0.008274 1 1
551 1776785683.990091 5.765581 -2.738288 -1.956559 0.754568 200 -0.004672 0.020960 -0.004007 1 1
552 1776785684.095514 5.748790 -2.766950 -1.955841 0.807806 202 -0.016790 -0.028662 0.000718 1 1
553 1776785684.197666 5.737398 -2.797005 -1.957243 0.803671 204 -0.011392 -0.030055 -0.001402 1 1
554 1776785684.304701 5.724229 -2.829876 -1.961375 0.846529 203 -0.013169 0.017129 -0.004132 1 1
555 1776785684.407965 5.715127 -2.870718 -1.957670 0.800873 201 -0.009102 0.009158 0.003705 1 1
556 1776785684.509548 5.692996 -2.913709 -1.963444 0.851229 200 -0.022130 0.007009 -0.005774 1 1
557 1776785684.614742 5.680027 -2.927171 -1.986028 0.805857 198 -0.012970 -0.013462 0.007416 1 1
558 1776785684.721324 5.676506 -2.953981 -2.048153 0.794796 182 -0.003520 0.023190 -0.002125 1 1
559 1776785684.826302 5.630570 -2.994078 -2.185090 0.802708 191 0.004064 0.009903 0.003063 1 1
560 1776785684.930612 5.590003 -3.016625 -2.263327 0.803660 189 0.009433 0.027453 0.001764 1 1
561 1776785685.039260 5.559048 -3.051144 -2.360449 0.811633 188 0.019044 0.015480 0.002877 1 1
562 1776785685.138461 5.535660 -3.059804 -2.438237 0.762510 189 -0.023388 -0.008660 0.002212 0 0
563 1776785685.244381 5.494136 -3.089998 -2.552386 0.750212 182 0.008476 0.019806 0.005851 1 1
564 1776785685.347488 5.483318 -3.088696 -2.628808 0.743224 180 -0.010818 0.001303 0.003578 1 1
565 1776785685.451257 5.434277 -3.125728 -2.727693 0.765294 186 0.000959 0.012968 0.001115 1 1
566 1776785685.562626 5.395409 -3.135173 -2.814393 0.788877 187 0.011132 -0.009445 0.003300 1 1
567 1776785685.657070 5.355207 -3.143007 -2.908772 0.769094 185 0.009797 -0.007834 0.005621 0 0
568 1776785685.764289 5.317640 -3.161787 -2.938020 0.769674 183 0.012434 -0.018779 0.000752 1 1
569 1776785685.867690 5.274639 -3.169929 -2.951543 0.757107 186 0.006998 -0.008143 -0.003523 1 1
570 1776785685.970903 5.233666 -3.179310 -2.967667 0.729065 195 0.009028 -0.009381 -0.006124 1 1
571 1776785686.076558 5.189204 -3.191026 -2.986004 0.680226 201 0.005538 -0.011716 -0.008336 1 1
572 1776785686.181342 5.143226 -3.200208 -3.003119 0.699261 194 0.004022 -0.009182 -0.007115 1 1
573 1776785686.278065 5.094894 -3.201705 -3.018545 0.698220 200 0.001668 -0.001497 0.004574 0 0
574 1776785686.382467 5.052785 -3.218226 -3.039335 0.642106 199 0.007891 -0.016521 -0.000790 1 1
575 1776785686.490637 5.013026 -3.219956 -3.100310 0.657526 202 0.010240 -0.001730 -0.000975 1 1
576 1776785686.593120 4.963549 -3.216978 3.072495 0.631577 200 0.000523 0.002978 -0.000380 1 1
577 1776785686.696656 4.927867 -3.211695 3.013078 0.619878 201 0.014318 0.005283 0.000582 1 1
578 1776785686.800720 4.914174 -3.060470 2.888561 0.603390 204 -0.013693 0.001225 0.005483 1 1
579 1776785686.908655 5.279631 -2.960659 2.864287 0.597473 201 0.015456 -0.000189 -0.004273 1 1
580 1776785687.007847 4.814692 -3.171263 2.758774 0.567550 197 -0.014939 -0.010604 0.004487 0 0
581 1776785687.121509 4.748618 -3.074384 2.653328 0.577115 204 -0.016074 -0.003121 -0.005446 1 1
582 1776785687.216668 4.817776 -2.981393 2.572497 0.535539 200 0.019158 -0.007009 0.009169 0 0
583 1776785687.320821 4.709264 -3.037265 2.483754 0.585572 206 -0.008512 -0.005872 0.001257 1 1
584 1776785687.429769 5.001606 -2.884050 2.454908 0.536574 208 -0.007658 0.003216 0.001154 1 1
585 1776785687.529675 4.703250 -3.075900 2.347370 0.528209 203 0.001645 0.008150 0.002462 0 0
586 1776785687.634091 4.797050 -2.889816 2.221193 0.501556 202 -0.006201 -0.013916 -0.006176 1 1
587 1776785687.743388 4.689345 -2.838679 2.095960 0.504612 212 -0.007704 0.001137 -0.005233 1 1
588 1776785687.847409 4.635071 -2.981974 2.059794 0.526101 201 -0.004274 0.006705 -0.006166 1 1
589 1776785687.946832 4.621083 -2.952663 1.973930 0.539521 206 -0.013988 -0.020689 -0.005864 0 0
590 1776785688.055240 4.596864 -2.918496 1.889850 0.549517 200 -0.024219 -0.015834 -0.004080 1 1
591 1776785688.154843 5.045388 -2.619609 1.824917 0.551932 200 -0.001476 -0.001113 0.005068 0 0
592 1776785688.258579 4.671640 -2.666469 1.650730 0.509660 202 0.026252 0.003140 -0.004187 1 1
593 1776785688.362137 4.606230 -2.804508 1.657758 0.539458 202 -0.015410 0.011962 -0.002972 1 1
594 1776785688.468560 5.010757 -2.559208 1.613981 0.573208 201 0.004526 -0.004700 -0.003777 1 1
595 1776785688.567767 4.595454 -2.720731 1.610814 0.538620 200 -0.015303 -0.011523 -0.003166 0 0
596 1776785688.675104 4.583570 -2.665282 1.579628 0.560955 200 -0.011884 0.005449 -0.001186 1 1
597 1776785688.774581 4.588770 -2.636601 1.579630 0.544616 201 0.005200 -0.021319 0.020002 0 0
598 1776785688.879114 4.593913 -2.586021 1.561136 0.555775 203 0.005144 0.000580 0.011506 1 1
599 1776785688.982343 4.567633 -2.368825 1.512180 0.560015 201 0.023720 0.017197 0.001044 1 1
600 1776785689.087001 4.565590 -2.321498 1.482223 0.572276 206 -0.002043 -0.002673 0.000042 1 1
601 1776785689.195846 4.572740 -2.275312 1.469219 0.576187 206 0.007150 -0.003814 0.006996 1 1
602 1776785689.297869 5.017166 -2.119151 1.496226 0.600367 202 -0.005574 0.006162 0.007007 1 1
603 1776785689.403088 4.560632 -2.173631 1.427244 0.598676 204 -0.006534 -0.004480 0.001018 1 1
604 1776785689.511851 4.753830 -2.126666 1.415146 0.577310 200 0.043199 -0.003035 0.007902 1 1
605 1776785689.607954 4.855504 -2.033128 1.404709 0.549566 203 0.001674 -0.006462 0.009563 0 0
606 1776785689.712288 4.583695 -2.018748 1.368576 0.564601 199 0.028191 0.014380 0.003867 1 1
607 1776785689.818931 4.775255 -1.967115 1.356994 0.577471 199 -0.008440 0.001633 -0.001582 1 1
608 1776785689.921283 4.805269 -1.921394 1.333858 0.551203 207 -0.019986 -0.004279 -0.003136 1 1
609 1776785690.026285 4.610592 -1.870289 1.311843 0.578795 206 0.005323 0.001105 -0.002015 1 1
610 1776785690.133349 4.847400 -1.804176 1.302894 0.555885 201 -0.063192 -0.033887 -0.008949 1 1
611 1776785690.233387 4.642580 -1.771106 1.272121 0.560479 200 -0.004820 -0.016930 -0.000772 1 1
612 1776785690.337869 4.939796 -1.691270 1.284431 0.557852 204 -0.002784 -0.020165 -0.007690 1 1
613 1776785690.448797 4.853789 -1.684305 1.234517 0.566283 204 0.013993 0.006966 0.000085 1 1
614 1776785690.546948 4.847413 -1.635330 1.220497 0.593930 197 -0.006376 -0.001025 -0.004019 0 0
615 1776785690.651637 4.992944 -1.549386 1.214480 0.583811 203 -0.004469 -0.014056 -0.006018 1 1
616 1776785690.756808 4.773218 -1.501727 1.115501 0.575912 205 0.030274 -0.002341 0.011021 1 1
617 1776785690.868012 4.774327 -1.496843 1.147247 0.563754 208 0.001110 0.004884 0.001746 1 1
618 1776785690.965785 4.883079 -1.450684 1.138928 0.565579 202 0.008752 -0.003841 0.001681 0 0
619 1776785691.068816 4.941596 -1.398860 1.110321 0.599590 207 0.008518 0.001824 0.001393 1 1
620 1776785691.173295 4.867898 -1.326679 1.042594 0.586098 203 0.026301 -0.027819 0.002273 1 1
621 1776785691.277161 4.985234 -1.311683 1.085237 0.596755 208 0.017336 0.014996 -0.007357 1 1
622 1776785691.386657 5.018844 -1.274777 1.061453 0.572489 210 -0.016389 -0.013094 -0.003785 1 1
623 1776785691.488847 5.036419 -1.219447 1.040872 0.547842 217 0.017575 0.005330 -0.000581 1 1
624 1776785691.589979 4.989776 -1.174223 1.042060 0.595052 202 0.003357 -0.004776 0.001188 1 1
625 1776785691.693287 5.039082 -1.127159 1.104362 0.604397 204 -0.000694 -0.002935 -0.007698 1 1
626 1776785691.796120 5.044206 -1.083108 1.176241 0.590483 203 0.005123 -0.005950 -0.008121 1 1
627 1776785691.903142 5.055087 -1.038547 1.236783 0.606134 205 0.010881 -0.005439 0.000542 1 1
628 1776785692.005287 5.059541 -1.009594 1.258294 0.593616 207 0.004454 -0.021047 -0.008489 1 1
629 1776785692.110894 5.082539 -0.961923 1.259395 0.589854 204 0.022999 -0.002328 0.011101 1 1
630 1776785692.222677 5.003095 -0.953988 1.213217 0.563590 210 0.020555 0.007934 0.003821 1 1
631 1776785692.321478 5.064336 -0.859028 1.112948 0.543520 221 0.011241 -0.005040 -0.010269 0 0
632 1776785692.427009 5.071596 -0.837102 1.010265 0.519096 214 -0.042739 -0.028074 -0.002683 1 1
633 1776785692.531520 5.102637 -0.796971 0.908483 0.520258 220 -0.018959 -0.009869 -0.001782 1 1
634 1776785692.636260 5.112714 -0.849701 0.803189 0.531279 217 0.010076 -0.002730 -0.005294 1 1
635 1776785692.743621 5.195929 -0.745836 0.674229 0.587137 209 -0.016785 0.003865 -0.008960 1 1
636 1776785692.846416 5.228629 -0.723933 0.547250 0.542123 216 -0.017300 0.021903 -0.006979 1 1
637 1776785692.951081 5.256351 -0.713377 0.432615 0.557342 200 0.027721 0.010556 -0.004635 1 1
638 1776785693.061746 5.294350 -0.751590 0.338984 0.580806 207 -0.012000 0.011787 -0.003631 1 1
639 1776785693.159610 5.346954 -0.692983 0.235318 0.610908 195 0.002604 0.008607 0.006334 0 0
640 1776785693.261740 5.362729 -0.697105 0.175180 0.623303 200 0.015776 -0.004122 -0.000139 1 1
641 1776785693.369251 5.399645 -0.693472 0.150529 0.605014 195 0.036915 0.003633 -0.004650 1 1
642 1776785693.468296 5.450300 -0.686002 0.127642 0.601855 197 0.000655 0.057470 0.017112 0 0
643 1776785693.577742 5.473520 -0.687698 0.123340 0.621776 195 0.023220 -0.001696 -0.004302 1 1
644 1776785693.674831 5.528788 -0.682807 0.107189 0.629955 198 0.005268 0.004890 0.003849 0 0
645 1776785693.777436 5.565788 -0.671824 0.121833 0.589516 202 0.037000 0.010984 -0.015356 1 1
646 1776785693.880617 5.608500 -0.665306 0.134040 0.621492 196 -0.007288 0.006518 0.002207 1 1
647 1776785693.989428 5.659823 -0.664320 0.117147 0.644113 200 0.001323 0.000986 0.003107 1 1
648 1776785694.088444 5.709659 -0.654414 0.115914 0.629254 199 0.049835 0.009906 -0.001233 0 0
649 1776785694.192508 5.761333 -0.638155 0.102669 0.619439 197 0.001675 0.016260 0.006755 1 1
650 1776785694.296555 5.791851 -0.630807 0.101565 0.613774 197 0.030518 0.007347 -0.001103 1 1
651 1776785694.398590 5.853410 -0.632873 0.088277 0.606950 213 0.011559 -0.002065 0.006712 1 1
652 1776785694.509773 5.923019 -0.658096 0.066721 0.593052 201 0.019609 0.024777 -0.001556 1 1
653 1776785694.607336 6.192297 -0.591320 0.213858 0.589165 199 0.019278 0.016775 0.007137 0 0
654 1776785694.710708 6.253437 -0.569133 0.291806 0.609224 197 0.011140 0.022187 -0.002051 1 1
655 1776785694.813046 6.011902 -0.613311 0.239640 0.624408 201 0.008465 0.005823 -0.002166 1 1
656 1776785694.917555 6.126700 -0.606234 0.189057 0.597319 197 0.014798 0.007076 -0.000583 1 1
657 1776785695.022485 6.151610 -0.509890 0.231221 0.632114 196 0.024910 -0.003656 -0.017836 1 1
658 1776785695.128673 6.220946 -0.512423 0.164538 0.651522 201 0.019335 -0.002533 0.003318 1 1
659 1776785695.233134 6.269836 -0.485771 0.082116 0.610696 203 -0.001109 0.026652 -0.002422 1 1
660 1776785695.338280 6.313030 -0.486180 -0.004634 0.629575 200 0.043193 -0.000409 -0.006750 1 1
661 1776785695.447780 6.362936 -0.495909 -0.093426 0.613139 202 -0.000093 -0.009729 0.001208 1 1
662 1776785695.552313 6.395649 -0.499747 -0.189173 0.566483 201 -0.017288 -0.003839 0.004253 1 1
663 1776785695.651242 6.428525 -0.515443 -0.284477 0.564301 202 -0.017123 -0.015696 0.014696 0 0
664 1776785695.755440 6.454731 -0.530597 -0.365446 0.619511 203 -0.023795 -0.015154 0.009031 1 1
665 1776785695.859643 6.494198 -0.548590 -0.436441 0.652958 204 -0.010533 -0.017993 0.019005 1 1
666 1776785695.962394 6.535921 -0.563298 -0.458184 0.612050 195 -0.008277 -0.014707 0.018256 1 1
667 1776785696.069865 6.578983 -0.586727 -0.489522 0.644422 200 -0.006937 -0.023429 0.008662 1 1
668 1776785696.171539 6.614982 -0.605146 -0.513989 0.665453 201 -0.014002 -0.018419 -0.004467 1 1
669 1776785696.273234 6.666526 -0.620818 -0.531279 0.658342 206 0.001545 -0.015671 0.002710 1 1
670 1776785696.379680 6.697369 -0.651588 -0.559792 0.634942 201 -0.019158 -0.030770 0.011486 1 1
671 1776785696.481895 6.723592 -0.667938 -0.592521 0.621231 202 -0.023777 -0.016351 0.007272 1 1
672 1776785696.587082 6.745634 -0.720807 -0.697524 0.628361 200 0.022042 -0.002868 -0.015004 1 1
673 1776785696.695181 6.775032 -0.754777 -0.809603 0.643625 201 -0.020603 0.016029 0.007921 1 1
674 1776785696.797899 6.816871 -0.772015 -0.917919 0.623923 201 0.041840 -0.017237 -0.008316 1 1
675 1776785696.901916 6.793416 -0.837676 -1.004220 0.621977 204 -0.023456 -0.015661 -0.006301 1 1
676 1776785697.009960 6.827734 -0.861108 -1.085930 0.638845 200 -0.015681 -0.023432 -0.001711 1 1
677 1776785697.110736 6.832370 -0.917951 -1.170733 0.673193 201 0.004636 -0.006842 -0.004803 1 1
678 1776785697.214912 6.878597 -0.938933 -1.245622 0.636057 200 -0.003773 -0.020982 0.005111 1 1
679 1776785697.319975 6.847825 -0.989195 -1.335584 0.633172 203 -0.030772 -0.000262 0.000038 1 1
680 1776785697.423621 6.843243 -1.027572 -1.422566 0.641552 203 -0.004582 0.011623 -0.006982 1 1
681 1776785697.534063 6.835746 -1.070638 -1.510841 0.668186 209 -0.007497 0.006934 -0.008274 1 1
682 1776785697.632393 6.842910 -1.081362 -1.605647 0.651289 200 -0.042836 -0.010724 0.005194 0 0
683 1776785697.740152 6.890504 -1.134997 -1.672998 0.661672 201 -0.002406 -0.003635 0.002649 1 1
684 1776785697.840257 6.890400 -1.174348 -1.692393 0.672953 208 -0.000104 -0.039352 0.010606 1 1
685 1776785697.943600 6.875033 -1.215993 -1.711941 0.659324 200 -0.015367 0.008355 0.010452 1 1
686 1776785698.052432 6.830908 -1.266571 -1.725555 0.625652 211 0.005875 -0.000578 -0.003614 1 1
687 1776785698.153645 6.882453 -1.216652 -1.825188 0.618028 201 0.001544 -0.000081 0.000368 1 1
688 1776785698.258118 6.874857 -1.259295 -1.904534 0.644590 208 -0.007595 0.007358 0.000654 1 1
689 1776785698.362592 6.860702 -1.369375 -1.974028 0.636761 197 -0.014156 -0.010080 0.000506 1 1
690 1776785698.466683 6.805363 -1.318497 -2.037667 0.640699 199 -0.005339 0.000878 0.006362 1 1
691 1776785698.571139 6.800465 -1.393345 -2.109197 0.703942 196 -0.004897 -0.024848 -0.001531 1 1
692 1776785698.674352 6.726551 -1.489488 -2.146605 0.654409 199 -0.023914 0.003857 -0.007408 1 1
693 1776785698.781827 6.761858 -1.457089 -2.292614 0.607955 195 -0.014693 -0.017601 0.003991 1 1
694 1776785698.890648 6.677106 -1.521331 -2.416793 0.648331 197 0.015248 -0.014242 -0.004179 1 1
695 1776785698.998903 6.624768 -1.570654 -2.548054 0.636804 193 -0.002339 0.000676 0.008739 1 1
696 1776785699.094904 6.621271 -1.553115 -2.636981 0.658797 197 -0.003497 -0.032461 0.001072 0 0
697 1776785699.199240 6.568866 -1.574281 -2.761438 0.692985 205 -0.002405 -0.021166 -0.004457 1 1
698 1776785699.303898 6.527764 -1.566830 -2.861938 0.687695 196 0.008898 0.007451 -0.000499 1 1
699 1776785699.414389 6.478641 -1.618898 -2.989140 0.707101 202 0.000878 -0.002068 0.002797 1 1
700 1776785699.513754 6.454781 -1.587734 -3.080438 0.723877 200 -0.023860 -0.018836 -0.011298 0 0
701 1776785699.618221 6.405471 -1.612309 3.087605 0.650137 200 0.000689 -0.024575 0.004857 1 1
702 1776785699.725819 6.366112 -1.605886 2.989015 0.693083 199 0.010642 0.006424 0.001411 1 1
703 1776785699.827490 6.307821 -1.589829 2.934836 0.807732 194 -0.008291 -0.033944 -0.004179 1 1
704 1776785699.934709 6.282613 -1.582938 2.918309 0.715512 197 0.024792 0.006891 0.003472 1 1
705 1776785700.034689 6.227902 -1.574520 2.901331 0.683749 199 -0.004711 -0.041582 -0.006978 0 0
706 1776785700.137116 6.180361 -1.566170 2.883092 0.738545 202 0.002459 0.008350 0.001762 1 1
707 1776785700.241563 6.137812 -1.562473 2.867308 0.709093 195 0.007450 0.003697 0.004216 1 1
708 1776785700.352395 6.093331 -1.542907 2.886433 0.664627 201 0.005520 -0.030434 -0.000875 1 1
709 1776785700.450113 6.040116 -1.543484 2.946567 0.705849 200 -0.003216 -0.000577 -0.009866 0 0
710 1776785700.559035 5.985319 -1.562466 3.010228 0.733549 206 -0.004797 -0.018982 0.003661 1 1
711 1776785700.663032 5.940008 -1.581760 3.068914 0.742227 199 0.004689 0.030706 0.018686 1 1
712 1776785700.762948 5.911963 -1.563264 3.128743 0.759349 206 0.021955 0.018495 0.009829 0 0
713 1776785700.871432 5.868304 -1.565331 3.136530 0.768514 197 0.006341 -0.002066 0.007787 1 1
714 1776785700.979921 5.819034 -1.566883 3.129747 0.774984 193 0.000729 -0.001552 -0.006782 1 1
715 1776785701.081813 5.772288 -1.571131 3.128734 0.733716 202 0.003255 -0.004248 -0.001013 1 1
716 1776785701.182084 5.728329 -1.568482 3.124410 0.751545 199 0.006041 0.002649 0.015676 1 1
717 1776785701.287583 5.682987 -1.569992 3.123408 0.767508 197 0.004658 -0.001510 -0.001002 1 1
718 1776785701.396638 5.636870 -1.572145 3.106842 0.774896 203 0.003883 -0.002153 0.003434 1 1
719 1776785701.499649 5.589062 -1.566003 3.053776 0.686114 200 0.002192 0.006141 -0.003067 1 1
720 1776785701.602109 5.531790 -1.559353 3.026989 0.658378 199 0.042728 0.006650 -0.006787 1 1
721 1776785701.711039 5.478786 -1.562799 3.009505 0.676203 204 -0.003003 -0.003446 0.002516 1 1
722 1776785701.812547 5.417574 -1.568698 2.981597 0.636080 208 0.038788 -0.005899 -0.007908 1 1
723 1776785701.920992 5.370089 -1.545153 2.960923 0.690332 204 0.002515 -0.026455 -0.000673 1 1
724 1776785702.024328 5.329463 -1.539116 2.944413 0.616166 199 0.009374 0.006037 0.003490 1 1
725 1776785702.123322 5.266594 -1.537788 2.940007 0.633570 211 -0.012869 0.001329 -0.004407 0 0
726 1776785702.227488 5.213805 -1.546103 2.950179 0.639147 203 -0.002789 -0.008316 0.000172 1 1
727 1776785702.340431 5.173036 -1.520006 2.976107 0.631857 210 -0.040768 -0.023902 -0.004071 1 1
728 1776785702.442168 5.112135 -1.518019 2.966363 0.645438 200 -0.010902 0.001986 -0.009744 1 1
729 1776785702.540682 5.080471 -1.520454 2.952689 0.572435 201 0.018337 -0.002434 0.006325 0 0
730 1776785702.641909 5.078214 -1.497770 2.978246 0.578181 201 -0.002258 -0.027316 -0.004443 1 1
731 1776785702.753547 4.973767 -1.501808 2.959983 0.636470 197 -0.004446 -0.004038 0.001737 1 1
732 1776785702.855625 5.028179 -1.470588 2.981666 0.583239 203 0.004411 -0.018779 0.001682 1 1
733 1776785702.959403 4.869046 -1.470447 2.956469 0.572901 199 -0.009132 0.000141 -0.005196 1 1
734 1776785703.063867 4.807291 -1.472479 2.935307 0.583184 200 -0.011755 -0.002032 -0.001163 1 1
735 1776785703.168020 4.731355 -1.447557 2.952522 0.579940 197 0.024064 -0.025079 -0.002784 1 1
736 1776785703.278694 4.714147 -1.468324 2.935869 0.606031 204 -0.017208 -0.020767 0.003347 1 1
737 1776785703.380435 4.661458 -1.466444 2.933829 0.579438 204 -0.002689 0.001881 -0.002041 1 1
738 1776785703.486778 4.714024 -1.438917 2.948318 0.588457 201 0.002566 -0.022473 -0.005511 1 1
739 1776785703.590001 4.573156 -1.440675 2.912783 0.606757 207 0.009132 -0.001758 0.004465 1 1
740 1776785703.694469 4.614587 -1.435489 2.942142 0.597889 203 -0.008569 0.005186 -0.000641 1 1
741 1776785703.795084 4.659649 -1.391995 2.942419 0.577642 201 -0.004938 -0.006506 0.000277 1 1
742 1776785703.906210 4.562319 -1.404902 2.919189 0.580218 198 0.002670 -0.012906 -0.003231 1 1
743 1776785704.003277 4.726285 -1.326483 3.006135 0.564175 209 0.013966 -0.021582 -0.003054 0 0
744 1776785704.106959 4.276401 -1.394070 3.021141 0.545176 194 0.000115 -0.017587 -0.004994 1 1
745 1776785704.212405 4.655759 -1.361715 3.091519 0.581449 199 -0.020641 -0.017645 0.000378 1 1
746 1776785704.320492 4.639124 -1.336689 3.091990 0.573401 196 0.033365 0.025025 0.010471 1 1
747 1776785704.427485 4.609453 -1.338878 3.089779 0.572965 203 0.020329 0.047811 0.007789 1 1
748 1776785704.526291 4.595441 -1.344097 3.087447 0.543576 194 0.035988 -0.005218 -0.002332 0 0
749 1776785704.634091 4.318255 -1.428555 3.043321 0.521894 203 0.022814 0.015542 0.005873 1 1
750 1776785704.733966 4.575481 -1.346664 3.089530 0.589275 205 0.007226 -0.018109 0.006210 0 0
751 1776785704.838540 4.574104 -1.360679 3.087635 0.602354 197 -0.001376 -0.014015 -0.001896 1 1
752 1776785704.942239 4.574703 -1.352518 3.087531 0.610630 195 0.000598 0.008161 -0.000104 1 1
753 1776785705.046295 4.559600 -1.354728 3.086808 0.631319 192 -0.015103 -0.002210 -0.000723 1 1
754 1776785705.150720 4.561138 -1.353204 3.089198 0.625919 197 0.001539 0.001524 0.002390 1 1
755 1776785705.262222 4.552418 -1.364415 3.086302 0.644071 197 -0.008721 -0.011211 -0.002896 1 1
