# dataset_name=lab_run_2
# dataset_scan_variant=raw
# dataset_scan_file=/home/kaushik/slam_ws/datasets/lab_run_2/scans.carmen
# matcher_type=scan_to_submap
k t x y theta score inliers dx dy dtheta do_insert did_insert
1020 1776785732.851691 -0.501987 0.200295 3.103839 0.972320 184 -0.002173 -0.003635 0.001952 1 1
1021 1776785732.956728 -0.500149 0.199528 3.104242 0.979023 178 -0.001495 0.001318 0.000403 1 1
1022 1776785733.062739 -0.500997 0.200256 3.105317 0.967422 181 0.000569 -0.000962 0.001075 1 1
1023 1776785733.159038 -0.497485 0.203495 3.103768 0.962794 181 -0.004366 -0.001939 -0.001549 0 0
1024 1776785733.266709 -0.501695 0.200249 3.103029 0.979272 186 0.005030 0.001721 -0.000739 1 1
1025 1776785733.364815 -0.501640 0.207080 3.105519 0.958819 181 -0.002248 -0.006451 0.002490 0 0
1026 1776785733.476805 -0.497563 0.201220 3.104340 0.972005 180 -0.001978 0.006860 -0.001179 1 1
1027 1776785733.571770 -0.499198 0.202939 3.104018 0.980080 180 0.000995 -0.002154 -0.000321 0 0
1028 1776785733.675864 -0.498794 0.204545 3.103593 0.977855 179 -0.000898 -0.001391 -0.000426 1 1
1029 1776785733.779595 -0.500978 0.207937 3.105026 0.975873 181 0.000977 -0.003914 0.001434 1 1
1030 1776785733.883497 -0.498370 0.204616 3.102509 0.967373 183 -0.001402 0.003983 -0.002518 1 1
1031 1776785733.986396 -0.499037 0.203919 3.101487 0.970904 181 0.000855 0.000446 -0.001022 1 1
1032 1776785734.094114 -0.497299 0.210866 3.103641 0.965761 179 -0.003878 -0.006020 0.002154 1 1
1033 1776785734.194831 -0.493244 0.210932 3.102611 0.961560 182 -0.003861 0.001241 -0.001030 1 1
1034 1776785734.297654 -0.493732 0.216449 3.103265 0.957259 179 -0.001311 -0.005381 0.000654 1 1
1035 1776785734.404778 -0.497110 0.213588 3.104452 0.972710 188 0.004118 0.001624 0.001187 1 1
1036 1776785734.504079 -0.494844 0.217785 3.104528 0.955062 184 -0.003494 -0.003246 0.000076 0 0
1037 1776785734.607204 -0.489625 0.221339 3.104862 0.963577 182 -0.006085 -0.001688 0.000334 1 1
1038 1776785734.711000 -0.494234 0.220502 3.103199 0.984517 180 0.004634 -0.000689 -0.001664 1 1
1039 1776785734.814932 -0.493900 0.224516 3.103309 0.971238 188 -0.001607 -0.003693 0.000110 1 1
1040 1776785734.921991 -0.491426 0.225024 3.103286 0.965761 185 -0.002506 0.000314 -0.000023 1 1
1041 1776785735.021211 -0.488361 0.227183 3.102964 0.970720 183 -0.003596 -0.001060 -0.000322 0 0
1042 1776785735.126926 -0.487417 0.228905 3.104579 0.976614 179 -0.001447 -0.001328 0.001615 1 1
1043 1776785735.235665 -0.485905 0.229535 3.103471 0.981567 184 -0.001635 -0.000110 -0.001108 1 1
1044 1776785735.336495 -0.485592 0.235888 3.104323 0.971109 183 -0.002338 -0.005915 0.000852 1 1
1045 1776785735.435867 -0.486705 0.233217 3.101994 0.961763 187 0.001912 0.002172 -0.002329 0 0
1046 1776785735.539688 -0.484233 0.235736 3.103288 0.980251 180 -0.003150 -0.001591 0.001294 1 1
1047 1776785735.647432 -0.487856 0.238035 3.100874 0.968638 180 0.002692 -0.003342 -0.002415 1 1
1048 1776785735.747491 -0.483492 0.238293 3.102801 0.965104 184 -0.004215 0.001159 0.001927 1 1
1049 1776785735.856918 -0.481467 0.240112 3.102022 0.972071 182 -0.002503 -0.001072 -0.000779 1 1
1050 1776785735.960894 -0.481419 0.243993 3.099998 0.962380 178 -0.001293 -0.003660 -0.002024 1 1
1051 1776785736.062371 -0.482109 0.247489 3.102854 0.966754 179 -0.000470 -0.003532 0.002856 1 1
