query,cand,coarse,refined,dx,dy,dth,accepted
190,134,0.8399,0.8399,0.393,0.138,-0.0204,False
190,133,0.8083,0.8083,0.407,0.109,0.0024,False
195,140,0.8478,0.8478,0.334,-0.024,-0.0097,True
195,139,0.8478,0.8478,0.333,-0.024,-0.0098,True
200,147,0.9344,0.9344,0.222,-0.022,-0.0292,True
200,146,0.9363,0.9363,0.256,0.014,-0.0313,False
205,150,0.9979,0.9979,0.128,-0.122,-0.0309,True
205,151,0.9979,0.9979,0.109,-0.121,-0.024,True
210,156,0.9959,0.9959,0.173,-0.117,-0.028,False
210,155,0.9959,0.9959,0.171,-0.111,-0.0277,False
215,162,0.998,0.998,0.114,0.085,0.0044,True
215,161,0.998,0.998,0.116,0.085,0.0046,True
220,166,0.9665,0.9665,0.253,0.194,-0.0333,True
220,167,0.9665,0.9665,0.253,0.194,-0.0332,False
225,187,0.8832,0.8832,0.027,0.36,6.2017,False
225,186,0.8891,0.8891,-0.022,0.398,6.2126,True
230,129,0.8733,0.8733,-0.113,0.388,-0.0426,True
230,130,0.8812,0.8812,-0.103,0.374,-0.0491,True
235,125,0.8397,0.8397,-0.177,0.618,-0.015,True
235,126,0.8224,0.8224,-0.313,0.435,-0.0344,False
240,121,0.9568,0.9568,0.605,1.036,0.018,False
240,122,0.9568,0.9568,0.59,1.034,0.0171,False
245,113,0.9902,0.9902,0.643,0.448,0.0166,True
245,114,0.9902,0.9902,0.635,0.431,0.016,True
250,65,0.9924,0.9924,-0.025,0.34,0.0845,True
250,67,0.9885,0.9885,-0.023,0.348,0.0856,True
255,76,1.0,1.0,-0.008,0.275,0.008,True
255,80,1.0,1.0,-0.004,0.276,0.0068,True
260,78,0.9925,0.9925,-0.295,0.239,0.0143,True
260,79,0.9925,0.9925,-0.296,0.242,0.0155,True
265,81,0.9934,0.9934,-0.399,0.232,0.0314,True
265,82,0.9934,0.9934,-0.401,0.232,0.0315,True
270,83,0.9968,0.9968,-0.501,0.179,0.0015,False
270,82,0.9935,0.9935,-0.505,0.165,0.0028,True
275,94,0.9984,0.9984,-0.027,0.003,0.0093,True
275,95,0.9984,0.9984,-0.027,-0.012,0.0096,True
280,95,0.992,0.992,0.011,-0.086,0.0218,True
280,99,0.992,0.992,0.013,-0.085,0.0218,True
285,108,1.0,1.0,0.009,-0.11,-0.0102,True
285,109,1.0,1.0,0.007,-0.108,-0.0103,True
290,61,0.993,0.993,-0.043,-0.005,0.0041,True
290,88,0.993,0.993,-0.042,-0.003,0.0043,True
295,59,0.9157,0.9157,-0.299,0.143,0.0177,True
295,60,0.9157,0.9157,-0.299,0.143,0.0179,True
300,57,0.7011,0.7011,-0.516,0.243,-0.0104,True
300,58,0.6973,0.6973,-0.519,0.244,-0.0086,True
305,55,0.8153,0.8153,-0.068,0.006,0.001,True
305,56,0.8153,0.8153,-0.056,0.007,0.0039,True
310,53,0.7958,0.7958,-0.177,0.076,0.0004,True
310,54,0.7958,0.7958,-0.176,0.077,0.0005,True
315,51,0.7633,0.7633,-0.092,-0.129,-0.0312,True
315,52,0.78,0.78,-0.109,-0.086,-0.0294,True
320,49,0.9104,0.9104,0.073,-0.15,0.0035,True
320,50,0.9122,0.9122,0.043,-0.214,-0.0122,True
325,47,0.9435,0.9435,0.195,-0.149,0.0005,True
325,48,0.9417,0.9417,0.191,-0.146,-0.0017,True
330,45,0.9636,0.9636,-0.082,-0.224,0.0125,True
330,46,0.9619,0.9619,-0.073,-0.223,0.0097,True
335,298,0.9571,0.9571,-0.129,-0.013,-0.0151,True
335,299,0.9571,0.9571,-0.144,-0.016,-0.0158,True
340,56,0.9874,0.9874,-0.283,-0.105,-0.0178,False
340,57,0.9892,0.9892,-0.282,-0.107,-0.0181,True
345,297,0.9733,0.9733,-0.52,0.017,-0.0071,False
345,298,0.806,0.806,-0.181,0.134,-0.0643,True
350,43,0.9641,0.9641,-0.539,0.181,-0.0242,True
350,44,0.9657,0.9657,-0.533,0.18,-0.0224,True
355,41,0.7347,0.7347,-0.673,-0.133,0.0095,False
355,42,0.743,0.743,-0.667,-0.136,0.0092,False
360,39,0.6118,0.6118,-0.06,0.307,-0.0048,True
360,40,0.6165,0.6165,-0.061,0.317,-0.0074,True
365,6,0.3058,0.3058,0.768,0.599,-0.0214,False
365,10,0.3058,0.3058,0.77,0.6,-0.0216,False
370,10,0.8492,0.8492,-0.16,0.758,-0.0382,True
370,6,0.8492,0.8492,-0.16,0.758,-0.0382,True
375,10,0.9753,0.9753,0.87,1.228,-0.1418,True
375,6,0.9753,0.9753,0.87,1.228,-0.1418,True
380,10,0.9558,0.9558,1.106,1.381,-0.1384,False
380,6,0.9558,0.9558,1.106,1.381,-0.1384,False
