query,cand,accepted,rx,ry,rth
452,122,False,,,
456,117,True,0.0893,-0.0192,3.06558
456,118,True,-0.1803,-0.0143,3.0898
456,116,True,0.3605,-0.002,3.11315
460,115,True,0.0987,-0.0036,-3.07489
460,116,True,-0.249,0.0232,-3.11156
460,114,True,0.3635,0.0046,-3.09809
464,111,True,-0.1733,-0.0935,-3.11145
464,112,True,-0.439,-0.0587,-3.08181
464,110,True,0.0797,-0.0574,-3.02788
468,109,True,-0.3858,0.1791,2.3632
468,108,True,-0.0982,0.2199,2.26502
468,110,True,-0.7032,0.0605,2.45106
472,108,True,-0.0433,0.1748,2.28049
472,109,True,-0.3193,0.1342,2.37414
472,107,True,0.2227,0.2016,2.25501
476,107,True,-0.0384,-0.0095,-3.13191
476,108,True,-0.2973,-0.056,-3.10821
476,106,True,0.2294,0.013,-3.11374
480,103,True,-0.2334,-0.2685,-2.95299
480,104,True,-0.3971,-0.3123,-2.73373
480,102,True,-0.013,-0.268,-3.0506
484,98,True,-0.1357,-0.2505,2.87284
484,97,True,0.1231,-0.2765,2.83938
484,45,True,0.106,0.2918,-0.70299
488,93,True,-0.0152,-0.1562,3.05646
488,94,True,-0.2273,-0.163,-3.03431
488,92,True,0.1983,-0.1448,2.86614
492,91,True,-0.07,0.2509,1.78408
492,87,True,0.0697,-0.0691,0.85481
492,51,True,0.2817,0.1298,-0.74427
496,83,True,0.2128,-0.0853,-0.22735
496,82,True,-0.0464,-0.1024,-0.13236
496,84,True,0.4843,-0.0943,-0.31383
500,79,True,0.1492,-0.281,-0.32359
500,78,True,-0.0739,-0.2652,-0.20625
500,80,True,0.449,-0.1993,-0.25904
504,73,True,-0.0229,-0.2698,0.0653
504,74,True,0.233,-0.2115,-0.16728
504,75,True,0.1658,-0.3743,-0.38726
508,77,True,-0.144,-0.0752,0.00109
508,78,True,0.1301,-0.0579,-0.1553
508,76,True,-0.2594,-0.1119,0.24571
512,81,True,0.0144,-0.086,0.04594
512,80,True,-0.2546,-0.1224,0.03432
512,82,True,0.2978,-0.0551,0.02729
516,85,True,-0.0526,0.0018,-0.40189
516,54,True,0.103,-0.0652,-1.49021
516,55,True,0.0047,-0.0598,-1.49745
520,87,True,0.0332,-0.0526,-0.59878
520,490,True,0.2106,-0.0535,-1.88232
